review_text,rating,date,clean_review,baseline_sentiment,translated_review
World bakbas App This app is so many bugs Don't download this,1,2021-07-27 07:19:03,world bakbas app this app is so many bugs dont download this,Bad,world bakbas app this app is so many bugs dont download this
Good,4,2021-07-26 18:13:00,good,Good,good
very nice app,1,2021-07-26 16:04:03,very nice app,Bad,very nice app
good apps.,5,2021-07-26 15:15:34,good apps,Good,good apps
Ilove app,5,2021-07-26 09:37:39,ilove app,Good,ilove app
"Moru is better than other, free bank transfer, free withdraw and high cash back... And add mobile banking load fund from siddhartha bank...",5,2021-07-25 21:57:26,moru is better than other free bank transfer free withdraw and high cash back and add mobile banking load fund from siddhartha bank,Good,moru is better than other free bank transfer free withdraw and high cash back and add mobile banking load fund from siddhartha bank
it takes time to send and receive money!,2,2021-07-24 19:09:01,it takes time to send and receive money,Bad,it takes time to send and receive money
Ganesh Acharya,5,2021-07-23 20:07:25,ganesh acharya,Good,Ganesh Acharya
Referral system kasto xa 1 device 1 account ho yesto kaam xinna 1device deraii account banaunu la,1,2021-07-23 18:57:13,referral system kasto xa device account ho yesto kaam xinna device deraii account banaunu la,Bad,Referral System Cost Xa Device Account Home Yesuto Com Xinna Device Derai Account Arrow
Very good aps,5,2021-07-23 17:04:36,very good aps,Good,very good aps
janma sip liyer ago ko xaraw gare paxi n aune k xa raw?,5,2021-07-23 15:26:50,janma sip liyer ago ko xaraw gare paxi n aune k xa raw,Good,The jajama yacher will go to the pare pare and rust.
Impressive and Very useful Moru App,5,2021-07-23 14:15:59,impressive and very useful moru app,Good,impressive and very useful moru app
This app not give recharge This app is waste Thus is not working,1,2021-07-22 07:56:02,this app not give recharge this app is waste thus is not working,Bad,this app not give recharge this app is waste thus is not working
its very useful for me,5,2021-07-21 12:10:36,its very useful for me,Good,its very useful for me
"According to the bonus, Its good wallet but According to the speed of Top-up other features speed its too much slow than other Nepalese digital wallets. Please Solve this problem first. It need more internet speed than other. So i gave 2 stars for it otherwise its good.",2,2021-07-21 11:34:35,according to the bonus its good wallet but according to the speed of topup other features speed its too much slow than other nepalese digital wallets please solve this problem first it need more internet speed than other so i gave stars for it otherwise its good,Bad,according to the bonus its good wallet but according to the speed of topup other features speed its too much slow than other nepalese digital wallets please solve this problem first it need more internet speed than other so i gave stars for it otherwise its good
Why u closed refer and earn,5,2021-07-21 08:37:05,why u closed refer and earn,Good,why u closed refer and earn
Wow,5,2021-07-20 21:54:18,wow,Good,wow
This is a best and use full apps,5,2021-07-20 21:43:40,this is a best and use full apps,Good,this is a best and use full apps
thank you,5,2021-07-19 10:57:15,thank you,Good,thank you
Very Useful Apps🙏👌👍,5,2021-07-15 11:31:06,very useful apps,Good,very useful apps
Love this wallet,5,2021-07-14 18:06:13,love this wallet,Good,love this wallet
good apps,5,2021-07-11 17:58:33,good apps,Good,good apps
Nice app keep going👌..,5,2021-07-11 14:30:01,nice app keep going,Good,nice app keep going
Don't use this app .west your time,1,2021-07-11 13:11:19,dont use this app west your time,Bad,dont use this app west your time
pLz sir freefire ma topup ma pani subedha dhunue paro,3,2021-07-11 08:21:30,plz sir freefire ma topup ma pani subedha dhunue paro,Neutral,plz sir freefire that the mini subedach
Amazing payment app but need to add more shop and merchants.,5,2021-07-10 17:48:42,amazing payment app but need to add more shop and merchants,Good,amazing payment app but need to add more shop and merchants
Ha ha ha 😊😊😊😎😎😉😃,5,2021-07-10 17:02:55,ha ha ha,Good,ha ha ha
It works good but there is no cashback in electricity bill.,3,2021-07-10 13:56:15,it works good but there is no cashback in electricity bill,Neutral,it works good but there is no cashback in electricity bill
Nice,1,2021-07-09 23:49:07,nice,Bad,nice
Trusted app,5,2021-07-09 11:53:38,trusted app,Good,trusted app
I am Happy with this moru app 😘😘❤,5,2021-07-08 14:51:44,i am happy with this moru app,Good,i am happy with this moru app
Good🤨,5,2021-07-08 07:58:58,good,Good,good
very bad aap,1,2021-07-06 15:24:34,very bad aap,Bad,very bad you
Fake app,1,2021-07-04 17:58:22,fake app,Bad,fake app
"Best wallet with more cashback than other ,, thanks moru digital wallet",5,2021-07-04 13:10:06,best wallet with more cashback than other thanks moru digital wallet,Good,best wallet with more cashback than other thanks moru digital wallet
Maile recharge halda kina credit vayena,1,2021-07-04 05:41:26,maile recharge halda kina credit vayena,Bad,mail recharge halda kina credit vayena
It is very good Ok,5,2021-07-03 21:19:44,it is very good ok,Good,it is very good ok
"If possible please kindly link the wallet with insurance companies, capital markets so that we can pay premiums, renewal fees etc.",5,2021-07-03 21:10:44,if possible please kindly link the wallet with insurance companies capital markets so that we can pay premiums renewal fees etc,Good,if possible please kindly link the wallet with insurance companies capital markets so that we can pay premiums renewal fees etc
Good app,5,2021-07-03 20:46:04,good app,Good,good app
How to deactivate account,5,2021-07-03 13:08:04,how to deactivate account,Good,how to deactivate account
🤗😍🤩,5,2021-07-03 08:33:21,,Good,NaN
Refer and earn is not working. When I tried to check referral program by creating new account for my friends. I found it a not working. He got registered without giving me anything. Please fix this bug.,2,2021-07-03 00:12:36,refer and earn is not working when i tried to check referral program by creating new account for my friends i found it a not working he got registered without giving me anything please fix this bug,Bad,refer and earn is not working when i tried to check referral program by creating new account for my friends i found it a not working he got registered without giving me anything please fix this bug
Awesome one,5,2021-07-02 10:04:22,awesome one,Good,awesome one
best app for online transactions ... i love it bcz of its cash back and fast transactions and replay in emergency problem and solve it very soon ..,5,2021-07-01 19:19:08,best app for online transactions i love it bcz of its cash back and fast transactions and replay in emergency problem and solve it very soon,Good,best app for online transactions i love it bcz of its cash back and fast transactions and replay in emergency problem and solve it very soon
"Very very authentic, reliable, trustworthy and responsible wallet app .",5,2021-07-01 19:10:43,very very authentic reliable trustworthy and responsible wallet app,Good,very very authentic reliable trustworthy and responsible wallet app
Ilove this app ♥️♥️♥️,5,2021-07-01 15:10:53,ilove this app,Good,ilove this app
Nice,5,2021-07-01 13:05:14,nice,Good,nice
निके,5,2021-06-30 19:54:14,निके,Good,Nike
Nice app very useful app 😍😍love it,5,2021-06-30 18:58:27,nice app very useful app love it,Good,nice app very useful app love it
Will deserve 5🌟 if there is bank account link feature and fonepay QR payment integration.,4,2021-06-29 02:20:57,will deserve if there is bank account link feature and fonepay qr payment integration,Good,will deserve if there is bank account link feature and fonepay qr payment integration
Good apps,1,2021-06-29 02:20:42,good apps,Bad,good apps
Great app,5,2021-06-28 12:55:21,great app,Good,great app
Very bad customer service,1,2021-06-28 11:53:36,very bad customer service,Bad,very bad customer service
Wow khatra paisa aaudo raiixa,5,2021-06-27 19:06:58,wow khatra paisa aaudo raiixa,Good,wow danger money come rich man
Thank you for providing free services I used to use esewa but now it's better. Please add remittance features.,5,2021-06-27 17:36:44,thank you for providing free services i used to use esewa but now its better please add remittance features,Good,thank you for providing free services i used to use esewa but now its better please add remittance features
Thank you so much,1,2021-06-26 12:30:48,thank you so much,Bad,thank you so much
यो app बाट refer गरेर पैसा कमाउने माध्यम निकै राम्रो लाग्यो साथै सम्पुर्ण कुराहरु सजिलो छ यसमा धन्यवाद moru ❤️,5,2021-06-25 21:41:22,यो app बाट refer गरेर पैसा कमाउने माध्यम निकै राम्रो लाग्यो साथै सम्पुर्ण कुराहरु सजिलो छ यसमा धन्यवाद moru,Good,"The method of earning money by referring from this app is very good and everything is easy, thank you moru"
