review_text,rating,date,clean_review,baseline_sentiment
Excellent apps🤗🤗🤗,5,2021-06-16 16:08:18,excellent apps,Good
Awesome,1,2021-06-16 15:52:18,awesome,Bad
Very good application l loved this apps,5,2021-06-16 10:14:09,very good application l loved this apps,Good
Good,5,2021-06-16 08:12:35,good,Good
Nice transaction app,5,2021-06-16 08:11:18,nice transaction app,Good
Completely satisfied with the services... Recommended.,5,2021-06-16 00:01:42,completely satisfied with the services recommended,Good
This app is very good,5,2021-06-15 21:40:11,this app is very good,Good
Excellent,1,2021-06-15 21:21:49,excellent,Bad
Very good app refer and earn..😍,5,2021-06-15 21:06:15,very good app refer and earn,Good
Worst app in the field of digital payment,1,2021-06-15 20:42:44,worst app in the field of digital payment,Bad
❤❤,1,2021-06-15 19:08:19,,Bad
Why this app not running today?,1,2021-06-15 18:33:36,why this app not running today,Bad
"It has been great for me using this app. As i am rating this app 4 star, in the nearest future it can be more complete and beneficial to its customers.",4,2021-06-15 18:31:04,it has been great for me using this app as i am rating this app star in the nearest future it can be more complete and beneficial to its customers,Good
I don't know but I heard that we have to fill the form of kyc and we can get 5000.0 but I fill kyc and I was verified also but I don't have money,5,2021-06-15 17:16:10,i dont know but i heard that we have to fill the form of kyc and we can get but i fill kyc and i was verified also but i dont have money,Good
Totally underrated app There was a offer to refer this app and earn I found nothing,1,2021-06-15 16:33:04,totally underrated app there was a offer to refer this app and earn i found nothing,Bad
very good aaps,5,2021-06-15 14:57:20,very good aaps,Good
This is very good app,3,2021-06-15 13:13:03,this is very good app,Neutral
very nice app....love the service free of cost on payment and bank transfer....keep it up...,4,2021-06-15 12:40:08,very nice applove the service free of cost on payment and bank transferkeep it up,Good
Why not update,2,2021-06-15 11:31:24,why not update,Bad
App update garepaxi pani plz update vanera lekhiraxa. Digital wallet ma esto problem hunu hudaina. Maile app lai uninstall garera pani here. Kasai gari vayena.,1,2021-06-15 11:07:04,app update garepaxi pani plz update vanera lekhiraxa digital wallet ma esto problem hunu hudaina maile app lai uninstall garera pani here kasai gari vayena,Bad
It's too good to use,5,2021-06-15 10:57:39,its too good to use,Good
best digital wallet very good,5,2021-06-15 10:54:34,best digital wallet very good,Good
Its really good,5,2021-06-15 10:54:21,its really good,Good
Good,4,2021-06-15 10:41:25,good,Good
This is good,5,2021-06-15 10:10:38,this is good,Good
Good,5,2021-06-15 09:31:53,good,Good
Good app I like it,5,2021-06-15 08:40:34,good app i like it,Good
Best psp in nepal,5,2021-06-15 08:19:50,best psp in nepal,Good
Nice wallet for bank transfer free,5,2021-06-14 19:15:08,nice wallet for bank transfer free,Good
This the most bakwass app i have ever seen. Please dont install this. The honour of this app creates headache for girls in social media & blackmails with a fake id!!,1,2021-06-14 14:02:42,this the most bakwass app i have ever seen please dont install this the honour of this app creates headache for girls in social media blackmails with a fake id,Bad
This app is very useful and great for now days ☺ But how to increase wallate money ...?🤔,5,2021-06-14 11:07:48,this app is very useful and great for now days but how to increase wallate money,Good
आएन भने Hack गरदिन्छु,5,2021-06-13 10:48:30,आएन भने hack गरदिन्छु,Good
So good,5,2021-06-12 12:31:26,so good,Good
Best app,5,2021-06-12 11:13:28,best app,Good
Its is a great app although many options are missing like load the moru wallet from my citizen bank mobile banking other mobile banking apps. Its quite frustrating sometimes.,4,2021-06-11 17:42:04,its is a great app although many options are missing like load the moru wallet from my citizen bank mobile banking other mobile banking apps its quite frustrating sometimes,Good
totally waste of tym n space of mbl...,1,2021-06-11 08:58:40,totally waste of tym n space of mbl,Bad
Dami xa app,5,2021-06-10 22:59:51,dami xa app,Good
Use less app,1,2021-06-10 22:39:23,use less app,Bad
Good app,5,2021-06-10 14:14:03,good app,Good
Very good working condition this app,5,2021-06-09 22:27:24,very good working condition this app,Good
nice app,4,2021-06-09 21:48:11,nice app,Good
please help me how to login? step by step,3,2021-06-09 17:24:02,please help me how to login step by step,Neutral
Very nice,5,2021-06-09 16:05:26,very nice,Good
I am completely satisfied and recommend others to use this app for bill payments and many more. It has good customer support. It is one of the best financial app on playstore. Thank u Moru team.,5,2021-06-09 15:36:21,i am completely satisfied and recommend others to use this app for bill payments and many more it has good customer support it is one of the best financial app on playstore thank u moru team,Good
I loved it .. NO ANY CHARGES FOR TRANSFER OF MONEY ❤️❤️,5,2021-06-09 14:42:39,i loved it no any charges for transfer of money,Good
Best app of money earning for nepal,5,2021-06-09 10:28:51,best app of money earning for nepal,Good
Worst app ever if you are thinking to download. Never download this app.,1,2021-06-09 08:59:33,worst app ever if you are thinking to download never download this app,Bad
Muji sale chor khoi mero 100rs aayenaa,1,2021-06-08 17:38:07,muji sale chor khoi mero rs aayenaa,Bad
"I'm thrilled with the services of fered by""moru -digital wallet "" like cash back ,free bank transfer and others.i wish I knew about this wallet earlier.keep serving with amazing features in coming days as well.i now use this for pretty much every digital bill payment (only available here)and have asked my friend to join this wallet as well.",5,2021-06-08 12:22:48,im thrilled with the services of fered bymoru digital wallet like cash back free bank transfer and othersi wish i knew about this wallet earlierkeep serving with amazing features in coming days as welli now use this for pretty much every digital bill payment only available hereand have asked my friend to join this wallet as well,Good
Best app,5,2021-06-07 23:44:55,best app,Good
Susmita,5,2021-06-07 21:33:05,susmita,Good
there is no place to enter referral code just disgusting,1,2021-06-07 11:59:07,there is no place to enter referral code just disgusting,Bad
Hello sir I have logout my moru account and I have written wrong password i think but I know now but it's saying your account is locked try after 1 hour what should I do now I have gained so much money so please tell me should I wait and what does that your account is locked meaning give me the idea please if I have forgotten my password what should I do .,5,2021-06-07 09:12:25,hello sir i have logout my moru account and i have written wrong password i think but i know now but its saying your account is locked try after hour what should i do now i have gained so much money so please tell me should i wait and what does that your account is locked meaning give me the idea please if i have forgotten my password what should i do,Good
Do not show refer option while creating new account,1,2021-06-06 21:12:41,do not show refer option while creating new account,Bad
"One of the worst app ever seen. It says your daily daily password reset limit has reached.So, i havrle to wait for tomorrow what the pok. Bro hire some professional programmer; you guys really need to think about it. 🤣🤣🤣🤣 What a app 🤣",1,2021-06-06 17:53:51,one of the worst app ever seen it says your daily daily password reset limit has reachedso i havrle to wait for tomorrow what the pok bro hire some professional programmer you guys really need to think about it what a app,Bad
Really nice app love it 😍💙❤ can you tell me how to get 31 as digital sena I'm little bit confused,5,2021-06-06 14:00:42,really nice app love it can you tell me how to get as digital sena im little bit confused,Good
Usefull application,5,2021-06-06 12:41:22,usefull application,Good
I have done refer and earn but money is not added in my account,1,2021-06-05 21:14:08,i have done refer and earn but money is not added in my account,Bad
love moru,5,2021-06-05 20:27:23,love moru,Good
F u c k you this app is Fake muggi khatey aap randi laro kha muggi I don't wanna give 1 star also,1,2021-06-05 10:43:48,f u c k you this app is fake muggi khatey aap randi laro kha muggi i dont wanna give star also,Bad
Sorry to say but i really don't like this app.,1,2021-06-04 12:09:45,sorry to say but i really dont like this app,Bad
Wow,5,2021-06-03 20:04:49,wow,Good
It's quite good and simple to use the app the facilities is also good,5,2021-06-03 18:49:08,its quite good and simple to use the app the facilities is also good,Good
This app is awesome app..i enjoyed a oot using this services thanks for this app...,5,2021-06-02 15:48:29,this app is awesome appi enjoyed a oot using this services thanks for this app,Good
The same pp size photo I used the same image in esewa Prabhu pay and Khalti my KYC was verified but they give unecessary trouble to fill KYC twice .....I suggest all of you to use Other well renowned Digital Wallet they are more convenient,1,2021-06-02 14:05:37,the same pp size photo i used the same image in esewa prabhu pay and khalti my kyc was verified but they give unecessary trouble to fill kyc twice i suggest all of you to use other well renowned digital wallet they are more convenient,Bad
This is very bad app,1,2021-06-02 13:11:07,this is very bad app,Bad
Yo app kaam xina hami lai murga banayo ko ho. Paisa Pani aaudina Ani tapai Haru le yo app install garnu vayo vane app banaune lai faida hunxa hami lai kei faida xina.. it's fake app.,1,2021-06-02 10:36:13,yo app kaam xina hami lai murga banayo ko ho paisa pani aaudina ani tapai haru le yo app install garnu vayo vane app banaune lai faida hunxa hami lai kei faida xina its fake app,Bad
Good app,5,2021-06-02 09:47:13,good app,Good
Very good app. Free bank transfer garne 1 matra Nepal ko wallet.,4,2021-06-02 08:06:27,very good app free bank transfer garne matra nepal ko wallet,Good
Far better app.,5,2021-06-01 21:53:40,far better app,Good
Chhitter mann Not good very bad Apps,1,2021-06-01 20:31:08,chhitter mann not good very bad apps,Bad
U blocked ma id😎 yeta 0 star vanda 1 star sano hune raixa tei vayera didai xu..,1,2021-06-01 20:18:56,u blocked ma id yeta star vanda star sano hune raixa tei vayera didai xu,Bad
"I cant login now, it shows login failed😥",4,2021-06-01 19:34:48,i cant login now it shows login failed,Good
🤔🤔,5,2021-06-01 15:00:54,,Good
It's very hard to verify 🤯👎,1,2021-06-01 14:29:44,its very hard to verify,Bad
Good thing needs no feedback,5,2021-06-01 14:21:06,good thing needs no feedback,Good
"HELLO SIR, IN THIS APP CAN WE TOPUP RUPEES IN OUR SIM. IS IT REALLY PLEASE GIVE ME REPLAY?",2,2021-06-01 12:11:25,hello sir in this app can we topup rupees in our sim is it really please give me replay,Bad
enjoying this app but can my foreign friend can activate this app?,5,2021-06-01 12:03:44,enjoying this app but can my foreign friend can activate this app,Good
i was little disappointment of internet payment method. As i was expired my Websurfer wifi internet service this apps couldn't find my details although i provided currect customer id it says invalid so i paid my wifi amount from esewa and get instant paid after that when my wifi router run then only moru apps provided my details which was says invalid before.. so whats the actual value of this internet payment... so moru has to improve this problems #moru #problems,3,2021-06-01 09:17:44,i was little disappointment of internet payment method as i was expired my websurfer wifi internet service this apps couldnt find my details although i provided currect customer id it says invalid so i paid my wifi amount from esewa and get instant paid after that when my wifi router run then only moru apps provided my details which was says invalid before so whats the actual value of this internet payment so moru has to improve this problems moru problems,Neutral
